pmid,author,weightage
32787442,Narasimman Sathiamurthy,0.33333
32787442,Narendran Balasubbiah,0.33333
32787442,Benedict Dharmaraj,0.33333
33705435,Claude Saegerman,0.1
33705435,Allison Gilbert,0.1
33705435,Anne-Françoise Donneau,0.1
33705435,Marjorie Gangolf,0.1
33705435,Anh Nguvet Diep,0.1
33705435,Cécile Meex,0.1
33705435,Sébastien Bontems,0.1
33705435,Marie-Pierre Hayette,0.1
33705435,Vincent D'Orio,0.1
33705435,Alexandre Ghuysen,0.1
34332303,Naohide Shinohara,0.125
34332303,Jun Sakaguchi,0.125
34332303,Hoon Kim,0.125
34332303,Naoki Kagi,0.125
34332303,Koichi Tatsu,0.125
34332303,Hiroyuki Mano,0.125
34332303,Yuichi Iwasaki,0.125
34332303,Wataru Naito,0.125
32863816,A Kiefer,0.5
32863816,S Kerzel,0.5
32543256,Pratima Kumari,0.5
32543256,Durga Toshniwal,0.5
32837853,Naomi Schlesinger,0.33333
32837853,Bonnie L Firestein,0.33333
32837853,Luigi Brunetti,0.33333
32979557,Parth Rali,0.04167
32979557,Oisin O'Corragain,0.04167
32979557,Lawrence Oresanya,0.04167
32979557,Daohai Yu,0.04167
32979557,Omar Sheriff,0.04167
32979557,Robert Weiss,0.04167
32979557,Catherine Myers,0.04167
32979557,Parag Desai,0.04167
32979557,Nadia Ali,0.04167
32979557,Anthony Stack,0.04167
32979557,Michael Bromberg,0.04167
32979557,Andrea L Lubitz,0.04167
32979557,Joseph Panaro,0.04167
32979557,Riyaz Bashir,0.04167
32979557,Vladimir Lakhter,0.04167
32979557,Roberto Caricchio,0.04167
32979557,Rohit Gupta,0.04167
32979557,Chandra Dass,0.04167
32979557,Kumaran Maruti,0.04167
32979557,Xiaoning Lu,0.04167
32979557,A Koneti Rao,0.04167
32979557,Gary Cohen,0.04167
32979557,Gerard J Criner,0.04167
32979557,Eric T Choi,0.04167
32979557,,0.04167
34568088,Joram Huckriede,0.11111
34568088,Femke de Vries,0.11111
34568088,Michael Hultström,0.11111
34568088,Kanin Wichapong,0.11111
34568088,Chris Reutelingsperger,0.11111
34568088,Miklos Lipcsey,0.11111
34568088,Pablo Garcia de Frutos,0.11111
34568088,Robert Frithiof,0.11111
34568088,Gerry A F Nicolaes,0.11111
34198110,Bindu Mulakavalupil,0.2
34198110,Charudatta Vaity,0.2
34198110,Shashank Joshi,0.2
34198110,Anoop Misra,0.2
34198110,Rahul Anil Pandit,0.2
33098713,Bente Mertz Nørgård,0.14286
33098713,Jan Nielsen,0.14286
33098713,Torben Knudsen,0.14286
33098713,Rasmus Gaardskaer Nielsen,0.14286
33098713,Michael Due Larsen,0.14286
33098713,Line Riis Jølving,0.14286
33098713,Jens Kjeldsen,0.14286
34393653,Prospera Tedam,1
33815162,Sonja Weilenmann,0.11111
33815162,Jutta Ernst,0.11111
33815162,Heidi Petry,0.11111
33815162,Monique C Pfaltz,0.11111
33815162,Onur Sazpinar,0.11111
33815162,Samuel Gehrke,0.11111
33815162,Francesca Paolercio,0.11111
33815162,Roland von Känel,0.11111
33815162,Tobias R Spiller,0.11111
33988936,Ye In Jane Hwang,0.14286
33988936,Natasha Ann Ginnivan,0.14286
33988936,Paul Leslie Simpson,0.14286
33988936,Susan Baidawi,0.14286
33988936,Adrienne Withall,0.14286
33988936,Brie Williams,0.14286
33988936,Tony Butler,0.14286
33307134,Mark Thomaz Ugliara Barone,0.09091
33307134,Belinda Ngongo,0.09091
33307134,Simone Bega Harnik,0.09091
33307134,Lucas Xavier de Oliveira,0.09091
33307134,Dániel Végh,0.09091
33307134,Patrícia Vieira de Luca,0.09091
33307134,Hermelinda Cordeiro Pedrosa,0.09091
33307134,Franco Giraudo,0.09091
33307134,Roque Cardona-Hernandez,0.09091
33307134,Nayanjeet Chaudhury,0.09091
33307134,Luiz Menna-Barreto,0.09091
32226946,John S Mackenzie,0.5
32226946,David W Smith,0.5
32850241,Maria Khaliq,0.25
32850241,Riffat Raja,0.25
32850241,Nasir Khan,0.25
32850241,Hina Hanif,0.25
34230939,Mohamed Bailor Barrie,0.04348
34230939,Sulaiman Lakoh,0.04348
34230939,J Daniel Kelly,0.04348
34230939,Joseph Sam Kanu,0.04348
34230939,James Squire,0.04348
34230939,Zikan Koroma,0.04348
34230939,Silleh Bah,0.04348
34230939,Osman Sankoh,0.04348
34230939,Abdulai Brima,0.04348
34230939,Rashid Ansumana,0.04348
34230939,Sarah A Goldberg,0.04348
34230939,Smit Chitre,0.04348
34230939,Chidinma Osuagwu,0.04348
34230939,Justin Maeda,0.04348
34230939,Bernard Barekye,0.04348
34230939,Tamuno-Wari Numbere,0.04348
34230939,Mohammed Abdulaziz,0.04348
34230939,Anthony Mounts,0.04348
34230939,Curtis Blanton,0.04348
34230939,Tushar Singh,0.04348
34230939,Mohamed Samai,0.04348
34230939,Mohamed A Vandi,0.04348
34230939,Eugene T Richardson,0.04348
32452756,Abdallah S Geara,0.5
32452756,Javier A Neyra,0.5
32344314,Ahmed Yaqinuddin,0.5
32344314,Junaid Kashir,0.5
33791478,Sarah Diver,0.33333
33791478,Nicola Buccheri,0.33333
33791478,Chandra Ohri,0.33333
34289646,Zixing Tian,0.125
34289646,Adrian H Heald,0.125
34289646,Mike Stedman,0.125
34289646,Helene Fachim,0.125
34289646,Mark Livingston,0.125
34289646,Martin Gibson,0.125
34289646,Yonghong Peng,0.125
34289646,William Ollier,0.125
32822060,Michael F Goldberg,0.5
32822060,Morton F Goldberg,0.5
34168198,Gregor Lichtner,0.07692
34168198,Felix Balzer,0.07692
34168198,Stefan Haufe,0.07692
34168198,Niklas Giesa,0.07692
34168198,Fridtjof Schiefenhövel,0.07692
34168198,Malte Schmieding,0.07692
34168198,Carlo Jurth,0.07692
34168198,Wolfgang Kopp,0.07692
34168198,Altuna Akalin,0.07692
34168198,Stefan J Schaller,0.07692
34168198,Steffen Weber-Carstens,0.07692
34168198,Claudia Spies,0.07692
34168198,Falk von Dincklage,0.07692
34447806,Nicolás Schöngut-Grollmus,0.33333
34447806,María-Alejandra Energici,0.33333
34447806,Natalia Zuñiga,0.33333
34159636,Daniel Glikman,0.33333
34159636,Michal Stein,0.33333
34159636,Eric S Shinwell,0.33333
33895357,Christopher Thor Freda,0.25
33895357,Wei Yin,0.25
33895357,Berhane Ghebrehiwet,0.25
33895357,David A Rubenstein,0.25
34003294,Diane Godeau,0.2
34003294,Audrey Petit,0.2
34003294,Isabelle Richard,0.2
34003294,Yves Roquelaure,0.2
34003294,Alexis Descatha,0.2
33167141,Ali Akhaddar,0.5
33167141,Hiba Akhaddar,0.5
33123391,Awan K Rahman,0.33333
33123391,Adam G Purdy,0.33333
33123391,Peter T Ender,0.33333
33432248,Keyi Lyu,0.25
33432248,Ying Xu,0.25
33432248,Hao Cheng,0.25
33432248,Jiacheng Li,0.25
32663912,Lisa A Jackson,0.0303
32663912,Evan J Anderson,0.0303
32663912,Nadine G Rouphael,0.0303
32663912,Paul C Roberts,0.0303
32663912,Mamodikoe Makhene,0.0303
32663912,Rhea N Coler,0.0303
32663912,Michele P McCullough,0.0303
32663912,James D Chappell,0.0303
32663912,Mark R Denison,0.0303
32663912,Laura J Stevens,0.0303
32663912,Andrea J Pruijssers,0.0303
32663912,Adrian McDermott,0.0303
32663912,Britta Flach,0.0303
32663912,Nicole A Doria-Rose,0.0303
32663912,Kizzmekia S Corbett,0.0303
32663912,Kaitlyn M Morabito,0.0303
32663912,Sijy O'Dell,0.0303
32663912,Stephen D Schmidt,0.0303
32663912,Phillip A Swanson,0.0303
32663912,Marcelino Padilla,0.0303
32663912,John R Mascola,0.0303
32663912,Kathleen M Neuzil,0.0303
32663912,Hamilton Bennett,0.0303
32663912,Wellington Sun,0.0303
32663912,Etza Peters,0.0303
32663912,Mat Makowski,0.0303
32663912,Jim Albert,0.0303
32663912,Kaitlyn Cross,0.0303
32663912,Wendy Buchanan,0.0303
32663912,Rhonda Pikaart-Tautges,0.0303
32663912,Julie E Ledgerwood,0.0303
32663912,Barney S Graham,0.0303
32663912,John H Beigel,0.0303
32663912,,0.0303
32391369,Nicola Veronese,0.06667
32391369,Jacopo Demurtas,0.06667
32391369,Lin Yang,0.06667
32391369,Roberto Tonelli,0.06667
32391369,Mario Barbagallo,0.06667
32391369,Pierluigi Lopalco,0.06667
32391369,Erik Lagolio,0.06667
32391369,Stefano Celotto,0.06667
32391369,Damiano Pizzol,0.06667
32391369,Liye Zou,0.06667
32391369,Mark A Tully,0.06667
32391369,Petre Cristian Ilie,0.06667
32391369,Mike Trott,0.06667
32391369,Guillermo F López-Sánchez,0.06667
32391369,Lee Smith,0.06667
32931980,Ross C McLean,0.11111
32931980,John Young,0.11111
32931980,Aya Musbahi,0.11111
32931980,Jing Xian Lee,0.11111
32931980,Hena Hidayat,0.11111
32931980,Nagi Abdalla,0.11111
32931980,Sabyasachi Chowdhury,0.11111
32931980,Elizabeth A Baker,0.11111
32931980,Kevin Jon Etherson,0.11111
32237278,Leon Caly,0.0625
32237278,Julian Druce,0.0625
32237278,Jason Roberts,0.0625
32237278,Katherine Bond,0.0625
32237278,Thomas Tran,0.0625
32237278,Renata Kostecki,0.0625
32237278,Yano Yoga,0.0625
32237278,William Naughton,0.0625
32237278,George Taiaroa,0.0625
32237278,Torsten Seemann,0.0625
32237278,Mark B Schultz,0.0625
32237278,Benjamin P Howden,0.0625
32237278,Tony M Korman,0.0625
32237278,Sharon R Lewin,0.0625
32237278,Deborah A Williamson,0.0625
32237278,Mike G Catton,0.0625
34471936,Alkan Bayrak,0.125
34471936,Altuğ Duramaz,0.125
34471936,Başar Burak Çakmur,0.125
34471936,Cemal Kural,0.125
34471936,Serdar Hakan Basaran,0.125
34471936,Ersin Erçin,0.125
34471936,Alev Kural,0.125
34471936,Hüseyin Tamer Ursavaş,0.125
33861185,Paras Barnett,0.2
33861185,Michael Barnett,0.2
33861185,Elizabeth Borgueta,0.2
33861185,Janette V Moreno,0.2
33861185,Jean Watson,0.2
33936931,Sigrid Stjernswärd,0.33333
33936931,Anna-Karin Ivert,0.33333
33936931,Stinne Glasdam,0.33333
33730913,Megan Best,0.33333
33730913,Geila Rajaee,0.33333
33730913,Anne Vandenhoeck,0.33333
32335366,Erkan Cure,0.5
32335366,Medine Cumhur Cure,0.5
32660281,Enrico Ferrazzi,0.05556
32660281,Paolo Beretta,0.05556
32660281,Stefano Bianchi,0.05556
32660281,Irene Cetin,0.05556
32660281,Paolo Guarnerio,0.05556
32660281,Anna Locatelli,0.05556
32660281,Anna Maria Marconi,0.05556
32660281,Mario Giuseppe Meroni,0.05556
32660281,Giulia Pavone,0.05556
32660281,Armando Pintucci,0.05556
32660281,Federico Prefumo,0.05556
32660281,Valeria Savasi,0.05556
32660281,Arsenio Spinillo,0.05556
32660281,Beatrice Tassis,0.05556
32660281,Patrizia Vergani,0.05556
32660281,Michele Vignali,0.05556
32660281,Fabio Parazzini,0.05556
32660281,Carlo La Vecchia,0.05556
32527653,Cherradi Younes,1
32754311,Abdulkadir Atalan,1
33169064,Suguru Yabe,0.33333
33169064,Kazutoshi Imanishi,0.33333
33169064,Kiwamu Nishida,0.33333
33722794,Emily R Smith,0.5
33722794,Valerie J Flaherman,0.5
34550021,Yu Nakagama,0.08333
34550021,Yuko Komase,0.08333
34550021,Katherine Candray,0.08333
34550021,Sachie Nakagama,0.08333
34550021,Fumiaki Sano,0.08333
34550021,Tomoya Tsuchida,0.08333
34550021,Hiroyuki Kunishima,0.08333
34550021,Takumi Imai,0.08333
34550021,Ayumi Shintani,0.08333
34550021,Yuko Nitahara,0.08333
34550021,Natsuko Kaku,0.08333
34550021,Yasutoshi Kido,0.08333
32609284,Victor Hugo Alves Mascarenhas,0.16667
32609284,Adriana Caroci-Becker,0.16667
32609284,Kelly Cristina Máxima Pereira Venâncio,0.16667
32609284,Nayara Girardi Baraldi,0.16667
32609284,Adelaide Caroci Durkin,0.16667
32609284,Maria Luiza Gonzalez Riesco,0.16667
32958581,Chadi M Saad-Roy,0.1
32958581,Caroline E Wagner,0.1
32958581,Rachel E Baker,0.1
32958581,Sinead E Morris,0.1
32958581,Jeremy Farrar,0.1
32958581,Andrea L Graham,0.1
32958581,Simon A Levin,0.1
32958581,Michael J Mina,0.1
32958581,C Jessica E Metcalf,0.1
32958581,Bryan T Grenfell,0.1
32339019,Peng An,0.5
32339019,Bo Liu,0.5
32811406,Alaa A A Aljabali,0.06667
32811406,Hamid A Bakshi,0.06667
32811406,Saurabh Satija,0.06667
32811406,Meenu Metha,0.06667
32811406,Parteek Prasher,0.06667
32811406,Raed M Ennab,0.06667
32811406,Dinesh K Chellappan,0.06667
32811406,Gaurav Gupta,0.06667
32811406,Poonam Negi,0.06667
32811406,Rohit Goyal,0.06667
32811406,Ashish Sharma,0.06667
32811406,Vijay Mishra,0.06667
32811406,Harish Dureja,0.06667
32811406,Kamal Dua,0.06667
32811406,Murtaza M Tambuwala,0.06667
33957540,Nowshin Papri,0.125
33957540,Shoma Hayat,0.125
33957540,Asif Mohammed,0.125
33957540,Md Nure Alam Afsar,0.125
33957540,Imran Hasan,0.125
33957540,Ananna Rahman,0.125
33957540,Israt Jahan,0.125
33957540,Zhahirul Islam,0.125
32740456,Roberto Marzollo,0.14286
32740456,Salvatore Aversa,0.14286
32740456,Federico Prefumo,0.14286
32740456,Barbara Saccani,0.14286
32740456,Carmen Rodriguez Perez,0.14286
32740456,Enrico Sartori,0.14286
32740456,Mario Motta,0.14286
33354962,C Jácome,0.125
33354962,A M Pereira,0.125
33354962,R Amaral,0.125
33354962,M Alves-Correia,0.125
33354962,R Almeida,0.125
33354962,S Mendes,0.125
33354962,J Almeida Fonseca,0.125
33354962,G Inspirers,0.125
33517214,G Tomasicchio,0.16667
33517214,A Rizzi,0.16667
33517214,L S Stucci,0.16667
33517214,M Moschetta,0.16667
33517214,G Giliberti,0.16667
33517214,C Punzo,0.16667
32403024,Debanjan Banerjee,1
32415836,Ernesto L Schiffrin,0.2
32415836,John M Flack,0.2
32415836,Sadayoshi Ito,0.2
32415836,Paul Muntner,0.2
32415836,R Clinton Webb,0.2
34250118,Syed Najmul Ain,0.5
34250118,Syed Nasir Ahmad Gilani,0.5
33810036,Ya-Chin Yeh,0.1
33810036,I-Hua Chen,0.1
33810036,Daniel K Ahorsu,0.1
33810036,Nai-Ying Ko,0.1
33810036,Kuan-Lin Chen,0.1
33810036,Ping-Chia Li,0.1
33810036,Cheng-Fang Yen,0.1
33810036,Chung-Ying Lin,0.1
33810036,Mark D Griffiths,0.1
33810036,Amir H Pakpour,0.1
33568498,Chunlong Ma,0.5
33568498,Jun Wang,0.5
33708724,Nawsherwan,0.125
33708724,Suliman Khan,0.125
33708724,Falak Zeb,0.125
33708724,Muhammad Shoaib,0.125
33708724,Ghulam Nabi,0.125
33708724,Ijaz Ul Haq,0.125
33708724,Kang Xu,0.125
33708724,Hui Li,0.125
32954794,Clarissa Giebel,0.05263
32954794,Jacqueline Cannon,0.05263
32954794,Kerry Hanna,0.05263
32954794,Sarah Butchard,0.05263
32954794,Ruth Eley,0.05263
32954794,Anna Gaughan,0.05263
32954794,Aravind Komuravelli,0.05263
32954794,Justine Shenton,0.05263
32954794,Steve Callaghan,0.05263
32954794,Hilary Tetlow,0.05263
32954794,Stan Limbert,0.05263
32954794,Rosie Whittington,0.05263
32954794,Carol Rogers,0.05263
32954794,Manoj Rajagopal,0.05263
32954794,Kym Ward,0.05263
32954794,Lisa Shaw,0.05263
32954794,Rhiannon Corcoran,0.05263
32954794,Kate Bennett,0.05263
32954794,Mark Gabbay,0.05263
34237054,Lukasz Jaroszewski,0.2
34237054,Mallika Iyer,0.2
34237054,Arghavan Alisoltani,0.2
34237054,Mayya Sedova,0.2
34237054,Adam Godzik,0.2
33126180,Meral Yüce,0.33333
33126180,Elif Filiztekin,0.33333
33126180,Korin Gasia Özkaya,0.33333
33097315,Dennis C Wendt,0.06667
33097315,Stéphanie Marsan,0.06667
33097315,Daniel Parker,0.06667
33097315,Karen E Lizzy,0.06667
33097315,Jessica Roper,0.06667
33097315,Christopher Mushquash,0.06667
33097315,Kamilla L Venner,0.06667
33097315,Alice Lam,0.06667
33097315,Jennifer Swansburg,0.06667
33097315,Nancy Worth,0.06667
33097315,Nicholas Sorlagas,0.06667
33097315,Tania Quach,0.06667
33097315,Kristapore Manoukian,0.06667
33097315,Payton Bernett,0.06667
33097315,Sandra M Radin,0.06667
33391730,Ivan Doykov,0.16667
33391730,Jenny Hällqvist,0.16667
33391730,Kimberly C Gilmour,0.16667
33391730,Louis Grandjean,0.16667
33391730,Kevin Mills,0.16667
33391730,Wendy E Heywood,0.16667
32639619,Napoleon Waszkiewicz,1
33026286,Yasir Tarabichi,0.14286
33026286,Brook Watts,0.14286
33026286,Thomas Collins,0.14286
33026286,David Margolius,0.14286
33026286,Ann Avery,0.14286
33026286,Douglas Gunzler,0.14286
33026286,Adam Perzynski,0.14286
34176537,M Walker,0.5
34176537,E Stapleton,0.5
32889955,David L Perez,0.08333
32889955,Alessandro Biffi,0.08333
32889955,Joan A Camprodon,0.08333
32889955,David N Caplan,0.08333
32889955,Zeina Chemali,0.08333
32889955,Michael D Kritzer,0.08333
32889955,Lauren R Moo,0.08333
32889955,Amy L Newhouse,0.08333
32889955,Liliana Ramirez-Gomez,0.08333
32889955,Mahdi Razafsha,0.08333
32889955,Kaloyan S Tanev,0.08333
32889955,Jeremy D Schmahmann,0.08333
32574942,Mansi Vora,0.25
32574942,Barikar C Malathesh,0.25
32574942,Soumitra Das,0.25
32574942,Seshadri Sekhar Chatterjee,0.25
34392179,Joseph R Esparaz,0.11111
34392179,Mike K Chen,0.11111
34392179,Elizabeth A Beierle,0.11111
34392179,Scott A Anderson,0.11111
34392179,Colin A Martin,0.11111
34392179,Vincent E Mortellaro,0.11111
34392179,David A Rogers,0.11111
34392179,Michelle S Mathis,0.11111
34392179,Robert T Russell,0.11111
34538840,Andrew H Guo,0.14286
34538840,Ma Visimee Diaz-Caturan,0.14286
34538840,Cesar Reis,0.14286
34538840,Deborah Carritte,0.14286
34538840,Brad M T Smith,0.14286
34538840,Yann O Wester,0.14286
34538840,Susan L Hall,0.14286
33103127,Sarah Ballou,0.33333
33103127,Sarah Gray,0.33333
33103127,Olafur S Palsson,0.33333
33623556,Assane Dieng,0.33333
33623556,Jean Baptiste Niokhor Diouf,0.33333
33623556,Serigne Mbaye Lo Ndiaye,0.33333
33371905,Cédric Annweiler,0.14286
33371905,Mélinda Beaudenon,0.14286
33371905,Jennifer Gautier,0.14286
33371905,Romain Simon,0.14286
33371905,Vincent Dubée,0.14286
33371905,Justine Gonsard,0.14286
33371905,Elsa Parot-Schinkel,0.14286
33371905,,0.14286
33371977,R M Villalonga Vadell,0.01639
33371977,X Sala Blanch,0.01639
33371977,J Roigé Solé,0.01639
33371977,X Garcia Eroles,0.01639
33371977,C Morros Viñoles,0.01639
33371977,R Valero Castell,0.01639
33371977,M Bausili Ribera,0.01639
33371977,A Pedregosa Sanz,0.01639
33371977,G Sergi Angeles Fite,0.01639
33371977,S Abreu Paradell,0.01639
33371977,R Adalia Bartolomé,0.01639
33371977,A Álvarez Pérez,0.01639
33371977,N Amigó Bonet,0.01639
33371977,R Asbert Sagasti,0.01639
33371977,F Barbal Badia,0.01639
33371977,A Carramiñana Dominguez,0.01639
33371977,J Castellnou Ferré,0.01639
33371977,J A Bernia Gil,0.01639
33371977,F Carol Boeris,0.01639
33371977,M J Colomina Soler,0.01639
33371977,A Chamero Pastilla,0.01639
33371977,M V Del Moral García,0.01639
33371977,D Del Pozo,0.01639
33371977,F Escolano Villén,0.01639
33371977,P Esquius Jofre,0.01639
33371977,C Ferrando Ortolá,0.01639
33371977,C García Marqueta,0.01639
33371977,C Hernández Aguado,0.01639
33371977,D Hernando Pastor,0.01639
33371977,N Isach Comallonga,0.01639
33371977,X Isern Domingo,0.01639
33371977,L Cesar Jaramillo Carrión,0.01639
33371977,M Koo García,0.01639
33371977,M Lacambra Basil,0.01639
33371977,J J Lázaro Alcay,0.01639
33371977,J Mailan Bello,0.01639
33371977,S Manrique Muñoz,0.01639
33371977,G Martínez Palli,0.01639
33371977,L Martínez Jérez,0.01639
33371977,J Masdeu Castellví,0.01639
33371977,J Mercadal Mercadal,0.01639
33371977,A Montero Matamala,0.01639
33371977,O Morales Torres,0.01639
33371977,M L Moret Ferron,0.01639
33371977,E Moret Ruiz,0.01639
33371977,L Muñoz Falcón,0.01639
33371977,M de Nadal Clanchet,0.01639
33371977,P Miquel Ortells Nebot,0.01639
33371977,A Prat Vallribera,0.01639
33371977,F Remartinez Fernandez,0.01639
33371977,P Roca Campos,0.01639
33371977,J Roldan Osuna,0.01639
33371977,A Sabaté Pes,0.01639
33371977,P Sala Francino,0.01639
33371977,J Saludes Serra,0.01639
33371977,E Samsó Sabe,0.01639
33371977,E Sarmiento Meneses,0.01639
33371977,J M Soto Ejarque,0.01639
33371977,A Tomas Torrelles,0.01639
33371977,A Tomás Esteban,0.01639
33371977,M Yuste Graupera,0.01639
32149484,Q Guan,0.06667
32149484,M Liu,0.06667
32149484,Y J Zhuang,0.06667
32149484,Y Yuan,0.06667
32149484,S S Wang,0.06667
32149484,J Li,0.06667
32149484,Z Chen,0.06667
32149484,X L Yang,0.06667
32149484,Z R Tang,0.06667
32149484,H J Jia,0.06667
32149484,J Y Ma,0.06667
32149484,X X Wang,0.06667
32149484,P G Tai,0.06667
32149484,J Li,0.06667
32149484,Y He,0.06667
32678890,Ashish Kumar,0.33333
32678890,Safi U Khan,0.33333
32678890,Ankur Kalra,0.33333
33833388,Jiandong Zhou,0.07143
33833388,Sharen Lee,0.07143
33833388,Xiansong Wang,0.07143
33833388,Yi Li,0.07143
33833388,William Ka Kei Wu,0.07143
33833388,Tong Liu,0.07143
33833388,Zhidong Cao,0.07143
33833388,Daniel Dajun Zeng,0.07143
33833388,Keith Sai Kit Leung,0.07143
33833388,Abraham Ka Chung Wai,0.07143
33833388,Ian Chi Kei Wong,0.07143
33833388,Bernard Man Yung Cheung,0.07143
33833388,Qingpeng Zhang,0.07143
33833388,Gary Tse,0.07143
33995734,Nitai Gelber,0.25
33995734,Neil Dilworth,0.25
33995734,Wade Elliott,0.25
33995734,Lindsay Bradley,0.25
34066995,Marta Mazur,0.07692
34066995,Irena Duś-Ilnicka,0.07692
34066995,Maciej Jedliński,0.07692
34066995,Artnora Ndokaj,0.07692
34066995,Joanna Janiszewska-Olszowska,0.07692
34066995,Roman Ardan,0.07692
34066995,Malgorzata Radwan-Oczko,0.07692
34066995,Fabrizio Guerra,0.07692
34066995,Valeria Luzzi,0.07692
34066995,Iole Vozza,0.07692
34066995,Roberto Marasca,0.07692
34066995,Livia Ottolenghi,0.07692
34066995,Antonella Polimeni,0.07692
33581060,Shi-Jie Chen,1
34108373,Matthew J Wateridge,0.5
34108373,Lucy C Chapman,0.5
33749212,Griselda Berberian,1
34330815,Myrna M T de Rooij,0.05
34330815,Renate W Hakze-Van der Honing,0.05
34330815,Marcel M Hulst,0.05
34330815,Frank Harders,0.05
34330815,Marc Engelsma,0.05
34330815,Wouter van de Hoef,0.05
34330815,Kees Meliefste,0.05
34330815,Sigrid Nieuwenweg,0.05
34330815,Bas B Oude Munnink,0.05
34330815,Isabella van Schothorst,0.05
34330815,Reina S Sikkema,0.05
34330815,Arco N van der Spek,0.05
34330815,Marcel Spierenburg,0.05
34330815,Jack Spithoven,0.05
34330815,Ruth Bouwstra,0.05
34330815,Robert-Jan Molenaar,0.05
34330815,Marion Koopmans,0.05
34330815,Arjan Stegeman,0.05
34330815,Wim H M van der Poel,0.05
34330815,Lidwien A M Smit,0.05
34042167,F J Carod-Artal,1
34212743,Genesis Chorwe-Sungani,1
34018126,Donatella Brisinda,0.25
34018126,Barbara Merico,0.25
34018126,Peter Fenici,0.25
34018126,Riccardo Fenici,0.25
32580535,Woo-Sik Son,1
32580535,,1
33826175,Vishakh C Keri,0.2
33826175,Brunda R L,0.2
33826175,Pankaj Jorwal,0.2
33826175,Prayas Sethi,0.2
33826175,Naveet Wig,0.2
33552377,Daniel Garang Aluk Dinyo,0.2
33552377,Attaullah Ahmadi,0.2
33552377,Melody Okereke,0.2
33552377,Mohammad Yasir Essar,0.2
33552377,Don Eliseo Lucero-Prisno,0.2
32892994,Mahmoud Al Rifai,0.1
32892994,Michael D Shapiro,0.1
32892994,Saleem Sayani,0.1
32892994,Martha Gulati,0.1
32892994,Glenn Levine,0.1
32892994,Fatima Rodriguez,0.1
32892994,Dhruv Mahtta,0.1
32892994,Amit Khera,0.1
32892994,Laura A Petersen,0.1
32892994,Salim S Virani,0.1
33032592,Dongming Wang,0.07143
33032592,Jing Cai,0.07143
33032592,Tingming Shi,0.07143
33032592,Yang Xiao,0.07143
33032592,Xiaobing Feng,0.07143
33032592,Meng Yang,0.07143
33032592,Wenzhen Li,0.07143
33032592,Wei Liu,0.07143
33032592,Linling Yu,0.07143
33032592,Zi Ye,0.07143
33032592,Tao Xu,0.07143
33032592,Jixuan Ma,0.07143
33032592,Mingyan Li,0.07143
33032592,Weihong Chen,0.07143
33043689,Molly Maxfield,0.5
33043689,Keenan A Pituch,0.5
34537409,Charu Sonkar,0.11111
34537409,Pawan Kumar Doharey,0.11111
34537409,Anuranjan Singh Rathore,0.11111
34537409,Vishal Singh,0.11111
34537409,Dharmendra Kashyap,0.11111
34537409,Amaresh Kumar Sahoo,0.11111
34537409,Nitish Mittal,0.11111
34537409,Bechan Sharma,0.11111
34537409,Hem Chandra Jha,0.11111
33684134,Jun Ding,0.07692
33684134,David Earl Hostallero,0.07692
33684134,Mohamed Reda El Khili,0.07692
33684134,Gregory Joseph Fonseca,0.07692
33684134,Simon Milette,0.07692
33684134,Nuzha Noorah,0.07692
33684134,Myriam Guay-Belzile,0.07692
33684134,Jonathan Spicer,0.07692
33684134,Noriko Daneshtalab,0.07692
33684134,Martin Sirois,0.07692
33684134,Karine Tremblay,0.07692
33684134,Amin Emad,0.07692
33684134,Simon Rousseau,0.07692
32929580,Li Shi,0.2
32929580,Jie Xu,0.2
32929580,Guangcai Duan,0.2
32929580,Haiyan Yang,0.2
32929580,Yadong Wang,0.2
34028308,Yonghui Yu,0.16667
34028308,Goutom Kumar Gaine,0.16667
34028308,Linyue Zhou,0.16667
34028308,Jingjie Zhang,0.16667
34028308,Jing Wang,0.16667
34028308,Baoguo Sun,0.16667
32581217,Daniel W Kneller,0.11111
32581217,Gwyndalyn Phillips,0.11111
32581217,Hugh M O'Neill,0.11111
32581217,Robert Jedrzejczak,0.11111
32581217,Lucy Stols,0.11111
32581217,Paul Langan,0.11111
32581217,Andrzej Joachimiak,0.11111
32581217,Leighton Coates,0.11111
32581217,Andrey Kovalevsky,0.11111
34456461,You Maolin,0.33333
34456461,Liu Heng,0.33333
34456461,Wu Zijing,0.33333
34054202,Dongwoo Kim,0.33333
34054202,Taesu Yim,0.33333
34054202,Jae Yong Lee,0.33333
32348591,Peter K M Ku,0.14286
32348591,Floyd Christopher Holsinger,0.14286
32348591,Jason Y K Chan,0.14286
32348591,Zenon W C Yeung,0.14286
32348591,Becky Y T Chan,0.14286
32348591,Michael C F Tong,0.14286
32348591,Heather M Starmer,0.14286
34404083,Xue-Lei Fu,0.5
34404083,Hong-Lin Chen,0.5
32341519,Yanlei Li,0.25
32341519,Yanbing Hu,0.25
32341519,Jinyan Yu,0.25
32341519,Tiangang Ma,0.25
33122900,Eulogio Pleguezuelos,0.08333
33122900,Amin Del Carmen,0.08333
33122900,Eva Moreno,0.08333
33122900,Pilar Ortega,0.08333
33122900,Xavier Vila,0.08333
33122900,Laura Ovejero,0.08333
33122900,Mateu Serra-Prat,0.08333
33122900,Elisabet Palomera,0.08333
